parameter,measure_id,measure,metric_id,location_id,age_group_id,sex_id,location_name,sex,age,mean,lower,upper
Total anemia,5,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.502961782,0.444487095,0.563555728
Mild anemia,5,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.240673633,0.220593258,0.25917792
Moderate anemia,5,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.247725349,0.207606607,0.291214852
Severe anemia,5,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.014562799,0.011075408,0.01897249
Total anemia,3,ylds,rate,522,1,3,Sudan,Both,Under Five,0.01570585,0.009704689,0.023839331
Mild anemia,3,ylds,rate,522,1,3,Sudan,Both,Under Five,0.000886842,0.000315218,0.001975211
Moderate anemia,3,ylds,rate,522,1,3,Sudan,Both,Under Five,0.012681304,0.007764352,0.019219394
Severe anemia,3,ylds,rate,522,1,3,Sudan,Both,Under Five,0.002137703,0.001304009,0.003358818
Total anemia,3,ylds,count,522,169,2,Sudan,Female,Reproductive age,115256.2548,68875.69761,179303.0727
Mild anemia,3,ylds,count,522,169,2,Sudan,Female,Reproductive age,8012.839586,2803.373526,18057.31505
Moderate anemia,3,ylds,count,522,169,2,Sudan,Female,Reproductive age,93088.74524,55452.46799,143962.7538
Severe anemia,3,ylds,count,522,169,2,Sudan,Female,Reproductive age,14154.66994,7796.950032,22866.88076
Total anemia,5,prevalence,count,522,169,2,Sudan,Female,Reproductive age,4081104.528,3470163.193,4724358.399
Mild anemia,5,prevalence,count,522,169,2,Sudan,Female,Reproductive age,2168765.969,1921733.234,2442892.076
Moderate anemia,5,prevalence,count,522,169,2,Sudan,Female,Reproductive age,1816211.592,1432799.224,2228170.443
Severe anemia,5,prevalence,count,522,169,2,Sudan,Female,Reproductive age,96126.96717,64652.5163,135346.4327
Total anemia,3,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.008487262,0.005079499,0.013191889
Mild anemia,3,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.000589822,0.00020911,0.001328533
Moderate anemia,3,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.006854774,0.004134222,0.010591791
Severe anemia,3,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.001042667,0.000590569,0.001682388
Total anemia,5,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.300585116,0.256627145,0.347585861
Mild anemia,5,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.159726457,0.14149433,0.17973123
Moderate anemia,5,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.133776994,0.105599391,0.163933486
Severe anemia,5,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.007081665,0.004760809,0.009957861
Maternal disorder burden attributable to iron deficiency,2,dalys,count,522,169,2,Sudan,female,Reproductive age,28169.28947,9541.074853,52809.03906
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,522,169,2,Sudan,female,Reproductive age,0.002072503,0.000701967,0.003885327
Total iron responsive anemia,3,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.004069203,0.002453753,0.006455169
Total iron responsive anemia,5,prevalence,count,190,169,2,Uganda,Female,Reproductive age,1608155.153,1267219.208,1974006.523
Total iron responsive anemia,5,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.123074991,0.096982553,0.15107425
Total iron responsive anemia,3,ylds,count,190,169,2,Uganda,Female,Reproductive age,53170.09664,32061.88133,84346.24282
Total iron responsive anemia,5,prevalence,count,190,1,3,Uganda,Both,Under Five,2644818.085,2211513.78,3045099.133
Total iron responsive anemia,3,ylds,rate,190,1,3,Uganda,Both,Under Five,0.010876344,0.006760041,0.016402518
Total iron responsive anemia,5,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.373048155,0.311931145,0.429507276
Total iron responsive anemia,3,ylds,count,190,1,3,Uganda,Both,Under Five,77110.55736,47927.00249,116289.7512
Mean hemoglobin concentration,n/a,g/L,g/L,190,1,3,Uganda,Both,Under five,109.1124182,106.8885191,111.4805441
Mean hemoglobin concentration,n/a,g/L,g/L,190,169,2,Uganda,Female,Reproductive age,126.4956431,124.4819266,128.5781228
Total anemia,5,prevalence,count,190,1,3,Uganda,Both,Under Five,3578906.579,3134496.594,4010116.173
Mild anemia,5,prevalence,count,190,1,3,Uganda,Both,Under Five,1657760.256,1490365.02,1814705.235
Moderate anemia,5,prevalence,count,190,1,3,Uganda,Both,Under Five,1801533.714,1493985.525,2097772.422
Severe anemia,5,prevalence,count,190,1,3,Uganda,Both,Under Five,119612.6093,87034.62981,160555.271
Total anemia,3,ylds,count,190,1,3,Uganda,Both,Under Five,115699.9005,73585.16817,170341.3622
Mild anemia,3,ylds,count,190,1,3,Uganda,Both,Under Five,6109.540325,2140.986003,13281.07544
Moderate anemia,3,ylds,count,190,1,3,Uganda,Both,Under Five,92053.88736,58320.85792,137853.6429
Severe anemia,3,ylds,count,190,1,3,Uganda,Both,Under Five,17536.47281,10548.58325,26680.65531
Total anemia,5,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.504800123,0.442116672,0.565621676
Mild anemia,5,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.23382493,0.21021405,0.255961816
Moderate anemia,5,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.25410399,0.210724717,0.295888075
Severe anemia,5,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.016871203,0.012276121,0.022646112
Total anemia,3,ylds,rate,190,1,3,Uganda,Both,Under Five,0.016319321,0.010379092,0.024026428
Mild anemia,3,ylds,rate,190,1,3,Uganda,Both,Under Five,0.000861743,0.000301983,0.001873278
Moderate anemia,3,ylds,rate,190,1,3,Uganda,Both,Under Five,0.012984081,0.008226081,0.019444077
Severe anemia,3,ylds,rate,190,1,3,Uganda,Both,Under Five,0.002473497,0.001487864,0.003763272
Total anemia,3,ylds,count,190,169,2,Uganda,Female,Reproductive age,104414.2214,64209.93743,163441.161
Mild anemia,3,ylds,count,190,169,2,Uganda,Female,Reproductive age,6333.884353,2187.083818,14126.97372
Moderate anemia,3,ylds,count,190,169,2,Uganda,Female,Reproductive age,82852.26186,49807.73437,129661.1054
Severe anemia,3,ylds,count,190,169,2,Uganda,Female,Reproductive age,15228.07515,9003.135187,23829.08471
Total anemia,5,prevalence,count,190,169,2,Uganda,Female,Reproductive age,3434370.945,2939572.175,3970393.325
Mild anemia,5,prevalence,count,190,169,2,Uganda,Female,Reproductive age,1715285.011,1527004.178,1904196.102
Moderate anemia,5,prevalence,count,190,169,2,Uganda,Female,Reproductive age,1615728.287,1299899.379,1976362.627
Severe anemia,5,prevalence,count,190,169,2,Uganda,Female,Reproductive age,103357.6464,72158.16804,146140.2608
Total anemia,3,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.007996619,0.004929243,0.012508444
Mild anemia,3,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.00048497,0.000167721,0.001081163
Moderate anemia,3,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.00634517,0.003878262,0.009923196
Severe anemia,3,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.00116648,0.000690461,0.001823682
Total anemia,5,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.263085407,0.225713892,0.303861303
Mild anemia,5,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.131400542,0.117038041,0.145731534
Moderate anemia,5,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.123767724,0.099647473,0.151254567
Severe anemia,5,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.007917141,0.005523765,0.011184376
Maternal disorder burden attributable to iron deficiency,2,dalys,count,190,169,2,Uganda,female,Reproductive age,30229.56821,10432.13007,52839.6164
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,190,169,2,Uganda,female,Reproductive age,0.002313523,0.00079839,0.00404391
Total iron responsive anemia,3,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.008487471,0.005493434,0.012342132
Total iron responsive anemia,5,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,4466385.577,3774638.736,5156446.434
Total iron responsive anemia,5,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.242035115,0.204549094,0.279429773
Total iron responsive anemia,3,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,156623.211,101372.876,227755.0588
Total iron responsive anemia,5,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,4791351.118,4202055.833,5400763.634
Total iron responsive anemia,3,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.015396398,0.009542692,0.022225321
Total iron responsive anemia,5,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.514796233,0.451480691,0.580273227
Total iron responsive anemia,3,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,143298.5368,88816.47657,206857.2192
Mean hemoglobin concentration,n/a,g/L,g/L,189,1,3,United Republic of Tanzania,Both,Under five,106.5014496,104.3284878,108.7096418
Mean hemoglobin concentration,n/a,g/L,g/L,189,169,2,United Republic of Tanzania,Female,Reproductive age,120.9444039,119.0971486,122.9394129
Total anemia,5,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,5423939.706,4794657.416,6058390.228
Mild anemia,5,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,2542963.894,2326452.072,2764483.974
Moderate anemia,5,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,2749442.726,2304519.999,3223007.49
Severe anemia,5,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,131533.0851,91190.12917,180545.7636
Total anemia,3,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,169144.5473,104523.2783,243832.5674
Mild anemia,3,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,9360.947739,3332.698159,20563.59859
Moderate anemia,3,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,140554.3827,87269.58252,203349.5115
Severe anemia,3,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,19229.21688,11073.63825,30011.52584
Total anemia,5,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.582763329,0.515151471,0.650930476
Mild anemia,5,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.273223189,0.24996055,0.297023929
Moderate anemia,5,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.295407855,0.247604107,0.346288985
Severe anemia,5,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.014132284,0.009797724,0.019398344
Total anemia,3,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.018173366,0.011230275,0.026198056
Mild anemia,3,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.001005767,0.000358074,0.002209411
Moderate anemia,3,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.015101558,0.009376489,0.021848443
Severe anemia,3,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.002066041,0.001189783,0.003224523
Total anemia,3,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,229818.7307,145586.3663,340142.0552
Mild anemia,3,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,11851.98328,4200.509361,26355.78265
Moderate anemia,3,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,183882.8875,115425.4518,275070.3023
Severe anemia,3,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,34083.85988,20823.26547,50951.32951
Total anemia,5,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,7048278.29,6168465.167,7891454.559
Mild anemia,5,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,3213743.11,2927636.624,3501450.877
Moderate anemia,5,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,3601666.52,2997789.618,4210760.274
Severe anemia,5,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,232868.6601,170443.5786,311101.1558
Total anemia,3,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.012463621,0.007907913,0.018432426
Mild anemia,3,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.000642568,0.000227947,0.00142823
Moderate anemia,3,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.009972236,0.006277406,0.014906163
Severe anemia,3,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.001848818,0.001129955,0.002761072
Total anemia,5,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.382328491,0.334438159,0.427640892
Mild anemia,5,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.174325892,0.159042184,0.189744941
Moderate anemia,5,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.195370468,0.162590668,0.228182684
Severe anemia,5,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.012632131,0.009238466,0.016858689
Maternal disorder burden attributable to iron deficiency,2,dalys,count,189,169,2,United Republic of Tanzania,female,Reproductive age,78538.8236,27259.53825,137340.8263
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,189,169,2,United Republic of Tanzania,female,Reproductive age,0.004256048,0.001477205,0.007442551
Total iron responsive anemia,3,ylds,rate,20,169,2,Viet Nam,Female,Reproductive age,0.002976111,0.001961158,0.004400751
Total iron responsive anemia,5,prevalence,count,20,169,2,Viet Nam,Female,Reproductive age,3472213.257,2688778.933,4375768.648
Total iron responsive anemia,5,prevalence,rate,20,169,2,Viet Nam,Female,Reproductive age,0.106427846,0.082414567,0.134122993
Total iron responsive anemia,3,ylds,count,20,169,2,Viet Nam,Female,Reproductive age,97095.74452,63982.86177,143574.7053
Total iron responsive anemia,5,prevalence,count,20,1,3,Viet Nam,Both,Under Five,1314796.621,948054.9975,1788034.286
Total iron responsive anemia,3,ylds,rate,20,1,3,Viet Nam,Both,Under Five,0.004211155,0.002274198,0.007343753
Total iron responsive anemia,5,prevalence,rate,20,1,3,Viet Nam,Both,Under Five,0.189521632,0.136657585,0.257736574
Total iron responsive anemia,3,ylds,count,20,1,3,Viet Nam,Both,Under Five,29214.67267,15777.1341,50946.91302
Mean hemoglobin concentration,n/a,g/L,g/L,20,1,3,Viet Nam,Both,Under five,120.394288,116.9107699,123.4291599
Mean hemoglobin concentration,n/a,g/L,g/L,20,169,2,Viet Nam,Female,Reproductive age,132.3797183,130.5453583,134.0008333
Total anemia,5,prevalence,count,20,1,3,Viet Nam,Both,Under Five,1509162.836,1102544.416,2017870.348
Mild anemia,5,prevalence,count,20,1,3,Viet Nam,Both,Under Five,971796.7464,729493.1211,1255002.928
Moderate anemia,5,prevalence,count,20,1,3,Viet Nam,Both,Under Five,513947.4893,330582.9777,749219.2951
Severe anemia,5,prevalence,count,20,1,3,Viet Nam,Both,Under Five,23418.59986,11964.13292,40591.16888
Total anemia,3,ylds,count,20,1,3,Viet Nam,Both,Under Five,33448.43036,18209.00454,58703.84744
Mild anemia,3,ylds,count,20,1,3,Viet Nam,Both,Under Five,3588.887776,1250.938711,8421.105323
Moderate anemia,3,ylds,count,20,1,3,Viet Nam,Both,Under Five,26388.42527,14413.64227,46226.00795
Severe anemia,3,ylds,count,20,1,3,Viet Nam,Both,Under Five,3471.117309,1478.443186,6879.166276
Total anemia,5,prevalence,rate,20,1,3,Viet Nam,Both,Under Five,0.217538591,0.158926494,0.290866341
Mild anemia,5,prevalence,rate,20,1,3,Viet Nam,Both,Under Five,0.140079844,0.105152938,0.180902658
Moderate anemia,5,prevalence,rate,20,1,3,Viet Nam,Both,Under Five,0.074083068,0.047651952,0.107996371
Severe anemia,5,prevalence,rate,20,1,3,Viet Nam,Both,Under Five,0.003375679,0.001724572,0.005851022
Total anemia,3,ylds,rate,20,1,3,Viet Nam,Both,Under Five,0.004821431,0.002624741,0.008461878
Mild anemia,3,ylds,rate,20,1,3,Viet Nam,Both,Under Five,0.000517321,0.000180317,0.001213862
Moderate anemia,3,ylds,rate,20,1,3,Viet Nam,Both,Under Five,0.003803765,0.002077657,0.006663258
Severe anemia,3,ylds,rate,20,1,3,Viet Nam,Both,Under Five,0.000500345,0.000213111,0.000991599
Total anemia,3,ylds,count,20,169,2,Viet Nam,Female,Reproductive age,92685.96487,52503.34189,151052.6053
Mild anemia,3,ylds,count,20,169,2,Viet Nam,Female,Reproductive age,11528.75273,3940.060982,26669.43575
Moderate anemia,3,ylds,count,20,169,2,Viet Nam,Female,Reproductive age,73188.33334,42414.15531,117590.9062
Severe anemia,3,ylds,count,20,169,2,Viet Nam,Female,Reproductive age,7968.878803,4075.280004,14068.08891
Total anemia,5,prevalence,count,20,169,2,Viet Nam,Female,Reproductive age,4609681.582,3662794.974,5665109.063
Mild anemia,5,prevalence,count,20,169,2,Viet Nam,Female,Reproductive age,3128595.361,2588018.267,3764569.037
Moderate anemia,5,prevalence,count,20,169,2,Viet Nam,Female,Reproductive age,1427313.861,1020009.819,1886228.655
Severe anemia,5,prevalence,count,20,169,2,Viet Nam,Female,Reproductive age,53772.35995,31833.00465,83296.55316
Total anemia,3,ylds,rate,20,169,2,Viet Nam,Female,Reproductive age,0.002842682,0.001610304,0.004629959
Mild anemia,3,ylds,rate,20,169,2,Viet Nam,Female,Reproductive age,0.000353528,0.000121502,0.000817453
Moderate anemia,3,ylds,rate,20,169,2,Viet Nam,Female,Reproductive age,0.002244727,0.001304304,0.003604314
Severe anemia,3,ylds,rate,20,169,2,Viet Nam,Female,Reproductive age,0.000244427,0.000125591,0.000431205
Total anemia,5,prevalence,rate,20,169,2,Viet Nam,Female,Reproductive age,0.141418238,0.112906587,0.173642951
Mild anemia,5,prevalence,rate,20,169,2,Viet Nam,Female,Reproductive age,0.09598402,0.079380239,0.115388931
Moderate anemia,5,prevalence,rate,20,169,2,Viet Nam,Female,Reproductive age,0.043784832,0.031385834,0.057815358
Severe anemia,5,prevalence,rate,20,169,2,Viet Nam,Female,Reproductive age,0.001649385,0.000976705,0.002553148
Maternal disorder burden attributable to iron deficiency,2,dalys,count,20,169,2,Viet Nam,female,Reproductive age,2843.536132,969.12595,5081.060285
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,20,169,2,Viet Nam,female,Reproductive age,8.72E-05,2.97E-05,0.000155741
